14121,location 118,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-19 - 19 - ,-resource_type 2 - ,-severity_type 2 - ,1
5192,location 881,-event_type 21 - event_type 23 - event_type 14 - event_type 20 - ,-feature 306 - feature 135 - feature 134 - ,-1 - 1 - 1 - ,-resource_type 2 - resource_type 4 - resource_type 7 - ,-severity_type 1 - ,0
6516,location 469,-event_type 35 - event_type 34 - ,-feature 310 - feature 232 - feature 229 - feature 230 - feature 231 - feature 233 - feature 236 - feature 308 - feature 228 - feature 313 - feature 312 - feature 316 - feature 234 - feature 315 - feature 307 - feature 309 - feature 314 - feature 311 - ,-6 - 19 - 4 - 2 - 3 - 4 - 3 - 11 - 4 - 8 - 30 - 2 - 6 - 6 - 2 - 8 - 8 - 3 - ,-resource_type 2 - ,-severity_type 2 - ,0
5909,location 638,-event_type 44 - event_type 42 - ,-feature 283 - feature 376 - feature 291 - feature 368 - ,-2 - 3 - 2 - 3 - ,-resource_type 2 - ,-severity_type 1 - ,1
92,location 600,-event_type 15 - ,-feature 82 - ,-12 - ,-resource_type 8 - ,-severity_type 2 - ,0
2624,location 855,-event_type 11 - ,-feature 70 - feature 191 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 2 - ,0
1434,location 512,-event_type 35 - ,-feature 312 - ,-1 - ,-resource_type 2 - ,-severity_type 4 - ,0
68,location 684,-event_type 15 - ,-feature 82 - feature 203 - feature 71 - feature 193 - ,-74 - 28 - 1 - 1 - ,-resource_type 8 - ,-severity_type 2 - ,2
10207,location 756,-event_type 54 - event_type 11 - ,-feature 54 - feature 170 - ,-1 - 1 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - ,1
10145,location 91,-event_type 34 - event_type 35 - ,-feature 313 - feature 232 - feature 312 - feature 307 - ,-1 - 4 - 7 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
11694,location 1031,-event_type 11 - ,-feature 87 - feature 209 - ,-6 - 6 - ,-resource_type 8 - ,-severity_type 1 - ,1
7845,location 923,-event_type 11 - ,-feature 73 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - ,0
14711,location 793,-event_type 11 - ,-feature 195 - feature 73 - ,-21 - 76 - ,-resource_type 8 - ,-severity_type 1 - ,0
7600,location 603,-event_type 20 - event_type 32 - event_type 21 - event_type 11 - ,-feature 134 - feature 135 - feature 280 - feature 207 - feature 170 - feature 54 - ,-1 - 1 - 1 - 1 - 6 - 3 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - ,0
14338,location 289,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-2 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
15136,location 324,-event_type 34 - event_type 35 - ,-feature 308 - feature 228 - feature 230 - feature 310 - ,-1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
5910,location 156,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-5 - 5 - ,-resource_type 2 - ,-severity_type 2 - ,0
15381,location 1008,-event_type 15 - ,-feature 203 - feature 80 - feature 82 - ,-29 - 4 - 60 - ,-resource_type 8 - ,-severity_type 2 - ,2
4142,location 957,-event_type 54 - event_type 11 - ,-feature 70 - ,-2 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - ,0
17310,location 232,-event_type 35 - ,-feature 312 - ,-1 - ,-resource_type 2 - ,-severity_type 4 - ,0
14481,location 326,-event_type 35 - event_type 34 - ,-feature 313 - feature 233 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
12224,location 810,-event_type 15 - ,-feature 82 - feature 203 - ,-4 - 4 - ,-resource_type 8 - ,-severity_type 2 - ,0
13578,location 1042,-event_type 15 - ,-feature 82 - ,-16 - ,-resource_type 8 - ,-severity_type 2 - ,0
17276,location 469,-event_type 34 - event_type 35 - ,-feature 315 - feature 232 - feature 313 - feature 312 - feature 233 - ,-4 - 45 - 4 - 51 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
17357,location 706,-event_type 11 - ,-feature 68 - ,-3 - ,-resource_type 8 - ,-severity_type 1 - ,2
12718,location 507,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-5 - 5 - ,-resource_type 2 - ,-severity_type 2 - ,0
14878,location 936,-event_type 23 - event_type 20 - ,-feature 219 - feature 134 - feature 306 - ,-1 - 1 - 2 - ,-resource_type 2 - resource_type 7 - ,-severity_type 1 - ,1
14085,location 392,-event_type 11 - ,-feature 160 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - ,1
14169,location 735,-event_type 11 - ,-feature 70 - ,-3 - ,-resource_type 8 - ,-severity_type 1 - ,0
1666,location 1008,-event_type 15 - ,-feature 82 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - ,0
12018,location 242,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-7 - 6 - ,-resource_type 2 - ,-severity_type 2 - ,0
11352,location 1019,-event_type 15 - event_type 20 - ,-feature 219 - feature 203 - feature 82 - feature 134 - ,-1 - 4 - 4 - 1 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - ,2
16698,location 955,-event_type 11 - ,-feature 167 - feature 51 - ,-1 - 2 - ,-resource_type 8 - ,-severity_type 2 - ,0
2415,location 290,-event_type 35 - ,-feature 312 - ,-1 - ,-resource_type 2 - ,-severity_type 4 - ,0
4429,location 846,-event_type 15 - ,-feature 82 - ,-12 - ,-resource_type 8 - ,-severity_type 2 - ,0
9504,location 695,-event_type 11 - ,-feature 202 - feature 68 - ,-4 - 2 - ,-resource_type 8 - ,-severity_type 1 - ,2
6887,location 925,-event_type 20 - event_type 11 - ,-feature 103 - feature 219 - feature 207 - feature 68 - feature 134 - feature 54 - feature 182 - feature 170 - ,-1 - 1 - 2 - 8 - 1 - 36 - 2 - 19 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - ,2
2220,location 818,-event_type 11 - ,-feature 54 - feature 170 - ,-7 - 7 - ,-resource_type 8 - ,-severity_type 1 - ,1
5345,location 734,-event_type 54 - event_type 15 - ,-feature 193 - feature 203 - feature 71 - feature 82 - ,-4 - 35 - 4 - 45 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - ,2
13891,location 491,-event_type 34 - event_type 35 - ,-feature 232 - feature 314 - feature 234 - feature 229 - feature 309 - feature 235 - feature 315 - feature 312 - ,-2 - 29 - 25 - 31 - 31 - 3 - 3 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
269,location 891,-event_type 11 - ,-feature 73 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - ,0
10783,location 1019,-event_type 15 - ,-feature 82 - ,-8 - ,-resource_type 8 - ,-severity_type 2 - ,0
18086,location 135,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-2 - 4 - ,-resource_type 2 - ,-severity_type 2 - ,0
17082,location 1094,-event_type 11 - ,-feature 56 - feature 172 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,0
99,location 149,-event_type 34 - event_type 35 - ,-feature 233 - feature 315 - feature 312 - feature 235 - feature 232 - feature 313 - ,-2 - 124 - 2 - 122 - 2 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
10529,location 353,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - feature 227 - feature 307 - ,-2 - 2 - 2 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
505,location 834,-event_type 15 - ,-feature 82 - ,-14 - ,-resource_type 8 - ,-severity_type 2 - ,0
9778,location 1017,-event_type 11 - ,-feature 170 - feature 54 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,1
17908,location 921,-event_type 15 - ,-feature 203 - feature 82 - ,-1 - 6 - ,-resource_type 8 - ,-severity_type 2 - ,0
6523,location 496,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - feature 313 - feature 233 - ,-24 - 24 - 5 - 5 - ,-resource_type 2 - ,-severity_type 2 - ,0
11896,location 1019,-event_type 15 - ,-feature 203 - feature 201 - feature 80 - feature 82 - ,-6 - 2 - 2 - 9 - ,-resource_type 8 - ,-severity_type 2 - ,1
15469,location 977,-event_type 30 - ,-feature 218 - ,-1 - ,-resource_type 9 - ,-severity_type 5 - ,1
2383,location 925,-event_type 11 - ,-feature 182 - feature 68 - feature 170 - feature 103 - feature 54 - feature 207 - ,-1 - 12 - 36 - 1 - 85 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,0
2219,location 1038,-event_type 11 - ,-feature 170 - feature 54 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,1
3812,location 427,-event_type 35 - event_type 34 - ,-feature 315 - feature 313 - feature 233 - feature 235 - ,-3 - 5 - 2 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,1
1681,location 752,-event_type 20 - ,-feature 134 - ,-1 - ,-resource_type 2 - ,-severity_type 1 - ,0
2846,location 382,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-2 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
12117,location 763,-event_type 15 - ,-feature 82 - feature 203 - ,-50 - 23 - ,-resource_type 8 - ,-severity_type 2 - ,2
5295,location 921,-event_type 15 - ,-feature 203 - feature 82 - ,-2 - 12 - ,-resource_type 8 - ,-severity_type 2 - ,1
9377,location 793,-event_type 11 - ,-feature 195 - feature 73 - ,-1 - 18 - ,-resource_type 8 - ,-severity_type 2 - ,0
1500,location 1101,-event_type 11 - ,-feature 80 - ,-2 - ,-resource_type 8 - ,-severity_type 1 - ,0
16192,location 1042,-event_type 15 - ,-feature 203 - feature 82 - ,-5 - 6 - ,-resource_type 8 - ,-severity_type 2 - ,1
15840,location 488,-event_type 21 - event_type 35 - ,-feature 135 - feature 307 - feature 220 - feature 301 - feature 312 - ,-1 - 8 - 1 - 1 - 8 - ,-resource_type 2 - ,-severity_type 1 - ,0
8133,location 242,-event_type 35 - event_type 34 - ,-feature 309 - feature 232 - feature 314 - feature 229 - feature 234 - feature 312 - ,-50 - 46 - 9 - 50 - 11 - 45 - ,-resource_type 2 - ,-severity_type 2 - ,0
4323,location 1046,-event_type 13 - event_type 11 - ,-feature 273 - feature 179 - feature 345 - feature 68 - ,-4 - 2 - 1 - 4 - ,-resource_type 6 - resource_type 8 - ,-severity_type 1 - ,1
9754,location 644,-event_type 46 - event_type 47 - ,-feature 285 - feature 284 - ,-207 - 209 - ,-resource_type 2 - ,-severity_type 1 - ,1
6346,location 1107,-event_type 15 - event_type 11 - ,-feature 193 - feature 203 - feature 71 - feature 82 - ,-28 - 37 - 18 - 66 - ,-resource_type 8 - ,-severity_type 1 - ,2
10709,location 317,-event_type 35 - event_type 34 - ,-feature 232 - feature 227 - feature 312 - feature 307 - ,-3 - 2 - 3 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
14281,location 1097,-event_type 11 - ,-feature 170 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - ,1
462,location 1008,-event_type 11 - event_type 15 - ,-feature 71 - feature 80 - feature 193 - feature 82 - feature 203 - feature 201 - ,-1 - 5 - 1 - 13 - 8 - 4 - ,-resource_type 8 - ,-severity_type 1 - ,1
5272,location 1030,-event_type 11 - ,-feature 68 - feature 170 - feature 182 - ,-1 - 7 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,0
10814,location 883,-event_type 11 - ,-feature 54 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - ,0
9608,location 485,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-3 - 4 - ,-resource_type 2 - ,-severity_type 2 - ,0
732,location 909,-event_type 11 - event_type 14 - ,-feature 54 - ,-2 - ,-resource_type 8 - resource_type 4 - ,-severity_type 2 - ,0
17266,location 298,-event_type 34 - event_type 35 - ,-feature 227 - feature 307 - feature 312 - feature 232 - ,-1 - 1 - 2 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
6712,location 912,-event_type 11 - ,-feature 54 - feature 170 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,1
7034,location 957,-event_type 54 - event_type 11 - ,-feature 171 - feature 55 - ,-1 - 1 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - ,0
11733,location 311,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-6 - 6 - ,-resource_type 2 - ,-severity_type 2 - ,0
682,location 455,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-7 - 7 - ,-resource_type 2 - ,-severity_type 2 - ,0
9040,location 1107,-event_type 15 - event_type 11 - ,-feature 203 - feature 71 - feature 82 - feature 193 - ,-6 - 3 - 15 - 2 - ,-resource_type 8 - ,-severity_type 1 - ,2
260,location 653,-event_type 15 - ,-feature 82 - feature 80 - ,-8 - 4 - ,-resource_type 8 - ,-severity_type 2 - ,0
18057,location 653,-event_type 15 - ,-feature 80 - feature 82 - feature 203 - ,-1 - 5 - 3 - ,-resource_type 8 - ,-severity_type 2 - ,0
9473,location 494,-event_type 34 - event_type 35 - ,-feature 312 - feature 308 - feature 315 - feature 314 - feature 230 - feature 235 - feature 313 - feature 307 - feature 233 - feature 232 - feature 310 - feature 228 - ,-5 - 1 - 1 - 2 - 2 - 2 - 20 - 1 - 9 - 2 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
84,location 745,-event_type 11 - event_type 13 - ,-feature 68 - feature 273 - ,-3 - 1 - ,-resource_type 8 - resource_type 6 - ,-severity_type 1 - ,1
5039,location 457,-event_type 34 - event_type 35 - ,-feature 313 - feature 233 - feature 232 - feature 312 - feature 235 - feature 315 - ,-24 - 25 - 4 - 4 - 1 - 5 - ,-resource_type 2 - ,-severity_type 2 - ,0
1247,location 1,-event_type 15 - event_type 11 - ,-feature 82 - feature 80 - feature 201 - feature 56 - ,-2 - 3 - 1 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,0
15796,location 122,-event_type 35 - event_type 34 - ,-feature 313 - feature 233 - feature 312 - ,-2 - 1 - 3 - ,-resource_type 2 - ,-severity_type 2 - ,0
7912,location 1030,-event_type 11 - ,-feature 54 - ,-5 - ,-resource_type 8 - ,-severity_type 1 - ,0
2569,location 124,-event_type 35 - event_type 34 - ,-feature 315 - feature 232 - feature 235 - feature 233 - feature 312 - feature 313 - ,-1 - 1 - 1 - 2 - 1 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
12306,location 282,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-3 - 3 - ,-resource_type 2 - ,-severity_type 2 - ,0
14311,location 816,-event_type 40 - event_type 14 - event_type 23 - event_type 54 - event_type 11 - ,-feature 306 - feature 46 - feature 223 - ,-1 - 1 - 1 - ,-resource_type 4 - resource_type 7 - resource_type 8 - resource_type 2 - ,-severity_type 2 - ,1
6174,location 507,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-36 - 37 - ,-resource_type 2 - ,-severity_type 2 - ,0
8991,location 12,-event_type 11 - ,-feature 66 - feature 188 - ,-7 - 4 - ,-resource_type 8 - ,-severity_type 1 - ,1
10080,location 808,-event_type 15 - event_type 11 - ,-feature 193 - feature 71 - ,-8 - 14 - ,-resource_type 8 - ,-severity_type 1 - ,0
3337,location 613,-event_type 15 - event_type 54 - event_type 11 - ,-feature 82 - feature 71 - feature 203 - feature 193 - ,-20 - 2 - 14 - 2 - ,-resource_type 8 - ,-severity_type 1 - ,1
9044,location 496,-event_type 34 - event_type 35 - ,-feature 312 - feature 313 - feature 233 - feature 232 - ,-10 - 2 - 2 - 10 - ,-resource_type 2 - ,-severity_type 2 - ,0
17170,location 508,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-19 - 19 - ,-resource_type 2 - ,-severity_type 2 - ,0
5298,location 1103,-event_type 20 - ,-feature 134 - feature 219 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 1 - ,0
15386,location 846,-event_type 15 - ,-feature 203 - feature 82 - ,-10 - 18 - ,-resource_type 8 - ,-severity_type 2 - ,2
16550,location 313,-event_type 34 - event_type 35 - ,-feature 313 - feature 232 - feature 312 - feature 233 - ,-4 - 2 - 2 - 4 - ,-resource_type 2 - ,-severity_type 2 - ,0
992,location 579,-event_type 11 - ,-feature 195 - feature 73 - ,-3 - 3 - ,-resource_type 8 - ,-severity_type 1 - ,0
15463,location 771,-event_type 15 - ,-feature 82 - ,-4 - ,-resource_type 8 - ,-severity_type 2 - ,0
15327,location 805,-event_type 11 - ,-feature 70 - ,-2 - ,-resource_type 8 - ,-severity_type 4 - ,0
15067,location 995,-event_type 15 - ,-feature 82 - feature 80 - ,-9 - 1 - ,-resource_type 8 - ,-severity_type 2 - ,0
6479,location 475,-event_type 35 - event_type 34 - ,-feature 234 - feature 314 - ,-11 - 18 - ,-resource_type 2 - ,-severity_type 2 - ,0
10300,location 478,-event_type 34 - event_type 35 - ,-feature 313 - feature 232 - feature 312 - feature 233 - ,-2 - 19 - 19 - 2 - ,-resource_type 2 - ,-severity_type 2 - ,0
8480,location 881,-event_type 23 - event_type 11 - ,-feature 170 - feature 223 - feature 306 - feature 54 - ,-1 - 1 - 1 - 1 - ,-resource_type 7 - resource_type 8 - ,-severity_type 1 - ,0
5777,location 147,-event_type 35 - event_type 34 - ,-feature 312 - feature 307 - feature 232 - ,-1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
720,location 154,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,1
9166,location 946,-event_type 11 - ,-feature 195 - feature 73 - feature 109 - ,-7 - 7 - 6 - ,-resource_type 8 - ,-severity_type 1 - ,0
4678,location 1034,-event_type 11 - ,-feature 170 - feature 54 - ,-3 - 5 - ,-resource_type 8 - ,-severity_type 1 - ,0
14739,location 864,-event_type 27 - ,-feature 240 - ,-2 - ,-resource_type 9 - ,-severity_type 5 - ,1
3261,location 16,-event_type 11 - ,-feature 170 - feature 54 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,1
5115,location 91,-event_type 34 - event_type 35 - ,-feature 315 - feature 235 - ,-11 - 12 - ,-resource_type 2 - ,-severity_type 2 - ,0
10246,location 735,-event_type 11 - ,-feature 70 - feature 191 - ,-2 - 3 - ,-resource_type 8 - ,-severity_type 1 - ,0
7298,location 836,-event_type 11 - ,-feature 73 - feature 195 - ,-2 - 2 - ,-resource_type 8 - ,-severity_type 2 - ,0
7697,location 126,-event_type 35 - event_type 34 - ,-feature 312 - feature 313 - feature 315 - feature 307 - feature 233 - feature 232 - feature 235 - feature 227 - ,-7 - 15 - 2 - 2 - 17 - 7 - 4 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
2689,location 814,-event_type 11 - ,-feature 191 - feature 70 - ,-7 - 12 - ,-resource_type 8 - ,-severity_type 1 - ,0
15416,location 223,-event_type 20 - event_type 34 - event_type 35 - ,-feature 221 - feature 301 - feature 134 - ,-1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - ,0
3902,location 9,-event_type 15 - event_type 11 - ,-feature 193 - feature 71 - ,-4 - 3 - ,-resource_type 8 - ,-severity_type 1 - ,0
10179,location 91,-event_type 35 - event_type 34 - ,-feature 307 - feature 227 - feature 232 - feature 233 - feature 312 - feature 313 - ,-2 - 4 - 52 - 20 - 58 - 26 - ,-resource_type 2 - ,-severity_type 2 - ,0
14812,location 894,-event_type 42 - event_type 44 - event_type 43 - ,-feature 375 - feature 283 - feature 368 - feature 291 - feature 376 - feature 290 - ,-6 - 4 - 7 - 5 - 7 - 1 - ,-resource_type 2 - ,-severity_type 1 - ,0
4120,location 745,-event_type 13 - event_type 11 - event_type 14 - ,-feature 345 - feature 68 - ,-2 - 7 - ,-resource_type 8 - resource_type 6 - resource_type 4 - ,-severity_type 1 - ,0
9946,location 1049,-event_type 11 - ,-feature 171 - feature 55 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - ,0
16988,location 657,-event_type 14 - event_type 11 - ,-feature 68 - ,-3 - ,-resource_type 8 - resource_type 4 - ,-severity_type 2 - ,0
7753,location 476,-event_type 35 - event_type 34 - ,-feature 234 - feature 314 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
1154,location 252,-event_type 34 - event_type 11 - event_type 35 - ,-feature 94 - feature 160 - feature 44 - feature 211 - ,-1 - 2 - 1 - 1 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - ,1
959,location 1097,-event_type 11 - ,-feature 170 - feature 68 - ,-2 - 3 - ,-resource_type 8 - ,-severity_type 1 - ,1
8366,location 1008,-event_type 15 - ,-feature 80 - feature 201 - feature 82 - feature 203 - ,-6 - 5 - 8 - 6 - ,-resource_type 8 - ,-severity_type 2 - ,1
11225,location 72,-event_type 11 - ,-feature 55 - feature 171 - ,-2 - 5 - ,-resource_type 8 - ,-severity_type 1 - ,1
12183,location 490,-event_type 34 - event_type 35 - ,-feature 232 - feature 315 - feature 235 - feature 312 - ,-1 - 2 - 3 - 1 - ,-resource_type 2 - ,-severity_type 2 - ,0
15451,location 613,-event_type 15 - ,-feature 203 - feature 71 - feature 82 - feature 193 - ,-2 - 1 - 8 - 1 - ,-resource_type 8 - ,-severity_type 2 - ,0
