11066,location 481,-event_type 35 - event_type 34 - ,-feature 230 - feature 310 - feature 228 - feature 308 - ,-24 - 28 - 20 - 26 - ,-resource_type 2 - ,-severity_type 2 - 
653,location 742,-event_type 15 - event_type 54 - event_type 11 - ,-feature 80 - feature 201 - ,-3 - 2 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - 
9769,location 1011,-event_type 11 - ,-feature 74 - ,-2 - ,-resource_type 8 - ,-severity_type 1 - 
9082,location 155,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-8 - 8 - ,-resource_type 2 - ,-severity_type 2 - 
1175,location 609,-event_type 22 - event_type 11 - event_type 23 - ,-feature 306 - feature 305 - feature 75 - ,-4 - 3 - 4 - ,-resource_type 8 - resource_type 7 - ,-severity_type 2 - 
15191,location 814,-event_type 11 - ,-feature 70 - feature 191 - ,-2 - 1 - ,-resource_type 8 - ,-severity_type 2 - 
13563,location 126,-event_type 35 - event_type 34 - ,-feature 227 - feature 313 - feature 233 - feature 312 - feature 232 - feature 315 - feature 235 - feature 307 - ,-11 - 10 - 10 - 54 - 56 - 2 - 3 - 13 - ,-resource_type 2 - ,-severity_type 2 - 
2173,location 13,-event_type 13 - event_type 11 - ,-feature 68 - feature 273 - ,-10 - 1 - ,-resource_type 6 - resource_type 8 - ,-severity_type 1 - 
17296,location 636,-event_type 20 - ,-feature 219 - feature 134 - ,-4 - 4 - ,-resource_type 2 - ,-severity_type 1 - 
9931,location 881,-event_type 18 - event_type 13 - event_type 11 - ,-feature 273 - feature 68 - feature 263 - ,-1 - 1 - 1 - ,-resource_type 6 - resource_type 10 - resource_type 8 - ,-severity_type 1 - 
15168,location 714,-event_type 20 - ,-feature 134 - feature 219 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
7815,location 12,-event_type 15 - event_type 11 - event_type 54 - ,-feature 188 - feature 66 - feature 68 - ,-1 - 1 - 1 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - 
6610,location 837,-event_type 11 - event_type 23 - event_type 22 - ,-feature 222 - feature 306 - feature 170 - feature 54 - feature 223 - ,-1 - 4 - 1 - 1 - 3 - ,-resource_type 7 - resource_type 8 - ,-severity_type 1 - 
3030,location 314,-event_type 21 - event_type 34 - ,-feature 135 - feature 221 - feature 227 - feature 220 - feature 232 - ,-1 - 1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
16517,location 1007,-event_type 15 - event_type 11 - ,-feature 80 - feature 201 - ,-16 - 21 - ,-resource_type 8 - ,-severity_type 1 - 
14068,location 810,-event_type 15 - ,-feature 82 - feature 203 - ,-14 - 14 - ,-resource_type 8 - ,-severity_type 2 - 
3197,location 239,-event_type 35 - event_type 20 - ,-feature 95 - feature 312 - feature 134 - feature 307 - feature 219 - feature 301 - ,-1 - 1 - 1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
11422,location 493,-event_type 34 - event_type 35 - ,-feature 316 - feature 309 - feature 314 - feature 312 - feature 232 - feature 229 - feature 234 - ,-1 - 2 - 2 - 19 - 19 - 2 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
11902,location 477,-event_type 34 - event_type 35 - ,-feature 314 - feature 232 - feature 229 - feature 312 - feature 309 - feature 234 - ,-18 - 3 - 3 - 4 - 3 - 15 - ,-resource_type 2 - ,-severity_type 2 - 
934,location 116,-event_type 34 - event_type 35 - ,-feature 307 - feature 227 - feature 312 - feature 232 - ,-1 - 1 - 2 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
9852,location 1018,-event_type 15 - ,-feature 80 - feature 201 - ,-4 - 3 - ,-resource_type 8 - ,-severity_type 2 - 
15738,location 128,-event_type 35 - event_type 34 - ,-feature 313 - feature 235 - feature 315 - feature 233 - ,-42 - 17 - 17 - 42 - ,-resource_type 2 - ,-severity_type 2 - 
17594,location 507,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-19 - 19 - ,-resource_type 2 - ,-severity_type 2 - 
2212,location 1015,-event_type 11 - ,-feature 54 - feature 170 - ,-4 - 3 - ,-resource_type 8 - ,-severity_type 1 - 
6876,location 690,-event_type 11 - ,-feature 195 - feature 73 - ,-2 - 3 - ,-resource_type 8 - ,-severity_type 1 - 
15949,location 120,-event_type 20 - ,-feature 219 - feature 134 - ,-2 - 2 - ,-resource_type 2 - ,-severity_type 1 - 
673,location 1042,-event_type 15 - ,-feature 82 - feature 203 - ,-12 - 5 - ,-resource_type 8 - ,-severity_type 2 - 
2256,location 133,-event_type 35 - event_type 20 - event_type 34 - ,-feature 312 - feature 219 - feature 232 - feature 134 - feature 221 - feature 301 - ,-1 - 1 - 1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
1651,location 913,-event_type 20 - ,-feature 219 - feature 134 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
16773,location 217,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - feature 307 - feature 227 - ,-1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
2232,location 118,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-10 - 10 - ,-resource_type 2 - ,-severity_type 2 - 
16042,location 653,-event_type 15 - event_type 11 - ,-feature 82 - feature 193 - feature 80 - feature 203 - feature 201 - feature 71 - ,-37 - 9 - 14 - 16 - 15 - 3 - ,-resource_type 8 - ,-severity_type 1 - 
13574,location 1042,-event_type 15 - event_type 11 - ,-feature 82 - feature 203 - ,-16 - 8 - ,-resource_type 8 - ,-severity_type 1 - 
3830,location 522,-event_type 35 - event_type 34 - ,-feature 312 - feature 313 - feature 232 - feature 233 - ,-3 - 1 - 3 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
4500,location 471,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-2 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
9600,location 380,-event_type 20 - event_type 35 - ,-feature 134 - feature 219 - feature 301 - ,-6 - 6 - 6 - ,-resource_type 2 - ,-severity_type 1 - 
15874,location 124,-event_type 34 - event_type 35 - ,-feature 232 - feature 307 - feature 313 - feature 227 - feature 233 - feature 235 - feature 315 - feature 312 - ,-6 - 1 - 6 - 1 - 9 - 5 - 4 - 7 - ,-resource_type 2 - ,-severity_type 2 - 
5297,location 793,-event_type 11 - ,-feature 195 - feature 73 - ,-72 - 96 - ,-resource_type 8 - ,-severity_type 1 - 
5896,location 632,-event_type 20 - ,-feature 134 - feature 219 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
3327,location 1019,-event_type 15 - ,-feature 80 - feature 201 - ,-4 - 2 - ,-resource_type 8 - ,-severity_type 2 - 
8184,location 376,-event_type 34 - event_type 35 - ,-feature 313 - feature 232 - feature 312 - ,-1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
4258,location 845,-event_type 15 - ,-feature 203 - feature 82 - ,-3 - 5 - ,-resource_type 8 - ,-severity_type 2 - 
15305,location 733,-event_type 11 - ,-feature 54 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - 
1275,location 1104,-event_type 15 - event_type 11 - ,-feature 80 - feature 201 - ,-11 - 18 - ,-resource_type 8 - ,-severity_type 1 - 
1365,location 663,-event_type 20 - ,-feature 134 - ,-1 - ,-resource_type 2 - ,-severity_type 1 - 
8384,location 724,-event_type 11 - ,-feature 182 - feature 207 - feature 204 - ,-1 - 1 - 2 - ,-resource_type 8 - ,-severity_type 1 - 
16865,location 1026,-event_type 54 - event_type 13 - event_type 11 - ,-feature 273 - feature 68 - ,-1 - 2 - ,-resource_type 6 - resource_type 8 - resource_type 2 - ,-severity_type 1 - 
18478,location 348,-event_type 35 - event_type 34 - ,-feature 312 - feature 307 - feature 232 - ,-2 - 1 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
10023,location 599,-event_type 17 - ,-feature 126 - ,-2 - ,-resource_type 2 - ,-severity_type 1 - 
3671,location 17,-event_type 11 - ,-feature 68 - feature 170 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 2 - 
3993,location 648,-event_type 11 - ,-feature 54 - feature 170 - ,-2 - 2 - ,-resource_type 8 - ,-severity_type 1 - 
11787,location 834,-event_type 15 - ,-feature 82 - ,-2 - ,-resource_type 8 - ,-severity_type 2 - 
35,location 983,-event_type 11 - ,-feature 80 - feature 201 - ,-2 - 2 - ,-resource_type 8 - ,-severity_type 1 - 
12987,location 1042,-event_type 15 - ,-feature 203 - feature 82 - ,-4 - 12 - ,-resource_type 8 - ,-severity_type 2 - 
12842,location 1052,-event_type 15 - ,-feature 193 - feature 203 - feature 71 - feature 82 - ,-2 - 17 - 2 - 20 - ,-resource_type 8 - ,-severity_type 2 - 
9413,location 704,-event_type 11 - event_type 15 - ,-feature 203 - feature 82 - ,-12 - 14 - ,-resource_type 8 - ,-severity_type 1 - 
5391,location 441,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-3 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
6199,location 475,-event_type 34 - event_type 35 - ,-feature 234 - feature 314 - ,-8 - 13 - ,-resource_type 2 - ,-severity_type 2 - 
5465,location 962,-event_type 15 - ,-feature 203 - feature 82 - ,-3 - 4 - ,-resource_type 8 - ,-severity_type 2 - 
8492,location 292,-event_type 35 - event_type 34 - event_type 20 - ,-feature 219 - feature 221 - feature 301 - feature 134 - ,-1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
10359,location 1118,-event_type 20 - ,-feature 134 - ,-1 - ,-resource_type 2 - ,-severity_type 1 - 
8208,location 802,-event_type 23 - ,-feature 306 - feature 223 - ,-2 - 2 - ,-resource_type 7 - ,-severity_type 4 - 
2175,location 684,-event_type 11 - event_type 15 - ,-feature 71 - feature 82 - ,-5 - 4 - ,-resource_type 8 - ,-severity_type 1 - 
10811,location 761,-event_type 20 - ,-feature 134 - feature 219 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
15186,location 244,-event_type 34 - event_type 35 - ,-feature 312 - feature 232 - ,-35 - 37 - ,-resource_type 2 - ,-severity_type 2 - 
4380,location 240,-event_type 35 - event_type 34 - ,-feature 232 - feature 313 - feature 307 - feature 233 - feature 227 - ,-2 - 5 - 8 - 8 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
14417,location 290,-event_type 20 - ,-feature 134 - ,-1 - ,-resource_type 2 - ,-severity_type 1 - 
2035,location 475,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-3 - 2 - ,-resource_type 2 - ,-severity_type 2 - 
18459,location 961,-event_type 11 - ,-feature 54 - feature 170 - ,-3 - 2 - ,-resource_type 8 - ,-severity_type 1 - 
10921,location 1094,-event_type 15 - event_type 11 - ,-feature 56 - feature 172 - ,-109 - 55 - ,-resource_type 8 - ,-severity_type 1 - 
16582,location 172,-event_type 35 - event_type 34 - event_type 20 - ,-feature 301 - feature 221 - feature 134 - ,-1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
1598,location 1024,-event_type 11 - ,-feature 157 - feature 42 - ,-9 - 9 - ,-resource_type 8 - ,-severity_type 1 - 
10096,location 999,-event_type 20 - ,-feature 134 - feature 219 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
7613,location 836,-event_type 11 - ,-feature 73 - feature 195 - ,-4 - 4 - ,-resource_type 8 - ,-severity_type 1 - 
311,location 661,-event_type 20 - event_type 23 - event_type 21 - event_type 11 - ,-feature 75 - feature 134 - feature 306 - feature 135 - ,-1 - 1 - 2 - 1 - ,-resource_type 8 - resource_type 2 - resource_type 7 - ,-severity_type 1 - 
1141,location 475,-event_type 34 - event_type 35 - ,-feature 314 - feature 234 - ,-8 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
3683,location 1061,-event_type 15 - ,-feature 203 - feature 82 - feature 201 - feature 80 - ,-2 - 4 - 1 - 2 - ,-resource_type 8 - ,-severity_type 2 - 
12829,location 732,-event_type 11 - ,-feature 171 - feature 55 - ,-10 - 10 - ,-resource_type 8 - ,-severity_type 1 - 
11234,location 478,-event_type 35 - event_type 34 - ,-feature 309 - feature 312 - feature 229 - feature 308 - feature 228 - feature 314 - feature 234 - ,-42 - 1 - 35 - 3 - 1 - 64 - 55 - ,-resource_type 2 - ,-severity_type 2 - 
9660,location 495,-event_type 35 - event_type 34 - ,-feature 232 - feature 233 - feature 312 - feature 313 - ,-84 - 29 - 60 - 31 - ,-resource_type 2 - ,-severity_type 2 - 
14331,location 723,-event_type 11 - ,-feature 87 - feature 209 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - 
596,location 735,-event_type 8 - event_type 11 - ,-feature 195 - feature 55 - feature 73 - feature 171 - ,-4 - 2 - 4 - 4 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - 
6916,location 839,-event_type 11 - ,-feature 54 - feature 170 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - 
568,location 1050,-event_type 11 - event_type 18 - event_type 13 - ,-feature 270 - feature 68 - feature 273 - ,-1 - 1 - 1 - ,-resource_type 8 - resource_type 6 - resource_type 10 - ,-severity_type 1 - 
14971,location 522,-event_type 35 - event_type 34 - ,-feature 312 - feature 313 - feature 232 - ,-5 - 1 - 5 - ,-resource_type 2 - ,-severity_type 2 - 
16482,location 932,-event_type 15 - ,-feature 172 - feature 178 - feature 68 - ,-2 - 1 - 1 - ,-resource_type 8 - ,-severity_type 2 - 
9140,location 418,-event_type 34 - event_type 35 - ,-feature 315 - feature 235 - ,-1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
7186,location 705,-event_type 11 - ,-feature 170 - ,-2 - ,-resource_type 8 - ,-severity_type 1 - 
3366,location 896,-event_type 43 - event_type 42 - event_type 44 - ,-feature 376 - feature 291 - feature 375 - feature 368 - feature 290 - feature 283 - ,-6 - 4 - 5 - 6 - 1 - 4 - ,-resource_type 2 - ,-severity_type 1 - 
6895,location 638,-event_type 42 - event_type 44 - ,-feature 376 - feature 368 - feature 291 - feature 283 - ,-5 - 5 - 1 - 1 - ,-resource_type 2 - ,-severity_type 1 - 
8787,location 74,-event_type 11 - ,-feature 55 - ,-2 - ,-resource_type 8 - ,-severity_type 1 - 
5208,location 508,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-8 - 6 - ,-resource_type 2 - ,-severity_type 2 - 
6923,location 494,-event_type 35 - event_type 34 - ,-feature 313 - feature 233 - feature 235 - feature 312 - feature 232 - feature 315 - ,-69 - 64 - 8 - 113 - 124 - 34 - ,-resource_type 2 - ,-severity_type 2 - 
13835,location 480,-event_type 35 - event_type 34 - ,-feature 308 - feature 310 - feature 228 - feature 230 - ,-13 - 12 - 12 - 13 - ,-resource_type 2 - ,-severity_type 2 - 
15546,location 661,-event_type 11 - event_type 23 - event_type 22 - ,-feature 305 - feature 306 - feature 75 - feature 197 - ,-1 - 6 - 3 - 2 - ,-resource_type 8 - resource_type 7 - ,-severity_type 2 - 
11634,location 815,-event_type 11 - ,-feature 171 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - 
2090,location 1017,-event_type 11 - ,-feature 54 - ,-1 - ,-resource_type 8 - ,-severity_type 2 - 
5975,location 1052,-event_type 15 - event_type 11 - ,-feature 82 - feature 80 - ,-6 - 6 - ,-resource_type 8 - ,-severity_type 1 - 
4976,location 726,-event_type 11 - ,-feature 170 - feature 54 - ,-4 - 4 - ,-resource_type 8 - ,-severity_type 1 - 
2561,location 791,-event_type 32 - event_type 20 - event_type 11 - ,-feature 219 - feature 85 - feature 280 - feature 134 - feature 170 - ,-1 - 1 - 2 - 1 - 2 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - 
15317,location 793,-event_type 11 - ,-feature 195 - feature 73 - ,-26 - 36 - ,-resource_type 8 - ,-severity_type 1 - 
3929,location 793,-event_type 11 - ,-feature 73 - feature 195 - ,-11 - 2 - ,-resource_type 8 - ,-severity_type 2 - 
5348,location 71,-event_type 20 - ,-feature 134 - ,-1 - ,-resource_type 2 - ,-severity_type 1 - 
4636,location 653,-event_type 15 - ,-feature 203 - feature 80 - feature 82 - ,-1 - 1 - 2 - ,-resource_type 8 - ,-severity_type 2 - 
10985,location 1007,-event_type 15 - ,-feature 201 - feature 80 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 2 - 
5800,location 760,-event_type 54 - ,-feature 360 - ,-1 - ,-resource_type 2 - ,-severity_type 5 - 
13749,location 257,-event_type 20 - ,-feature 134 - ,-1 - ,-resource_type 2 - ,-severity_type 1 - 
16260,location 983,-event_type 11 - ,-feature 80 - ,-2 - ,-resource_type 8 - ,-severity_type 1 - 
13287,location 471,-event_type 35 - event_type 34 - ,-feature 313 - feature 236 - feature 315 - feature 316 - feature 233 - feature 309 - feature 234 - feature 229 - feature 314 - feature 235 - ,-2 - 1 - 3 - 2 - 2 - 4 - 23 - 3 - 24 - 4 - ,-resource_type 2 - ,-severity_type 2 - 
14819,location 91,-event_type 34 - event_type 35 - ,-feature 315 - feature 235 - ,-117 - 58 - ,-resource_type 2 - ,-severity_type 2 - 
5661,location 505,-event_type 35 - event_type 34 - ,-feature 232 - feature 312 - ,-104 - 100 - ,-resource_type 2 - ,-severity_type 2 - 
16959,location 878,-event_type 11 - ,-feature 195 - feature 109 - feature 73 - ,-3 - 3 - 5 - ,-resource_type 8 - ,-severity_type 1 - 
11427,location 1102,-event_type 11 - ,-feature 195 - feature 73 - ,-1 - 1 - ,-resource_type 8 - ,-severity_type 1 - 
15721,location 945,-event_type 54 - event_type 11 - ,-feature 362 - feature 360 - feature 81 - feature 68 - feature 202 - ,-1 - 1 - 5 - 1 - 6 - ,-resource_type 8 - resource_type 2 - ,-severity_type 2 - 
3424,location 1109,-event_type 11 - ,-feature 170 - feature 68 - ,-5 - 5 - ,-resource_type 8 - ,-severity_type 2 - 
254,location 707,-event_type 11 - event_type 15 - event_type 8 - ,-feature 71 - ,-2 - ,-resource_type 2 - resource_type 8 - ,-severity_type 1 - 
17374,location 6,-event_type 20 - ,-feature 219 - ,-1 - ,-resource_type 2 - ,-severity_type 1 - 
12723,location 744,-event_type 11 - event_type 23 - event_type 13 - ,-feature 306 - feature 54 - feature 223 - feature 68 - feature 345 - feature 170 - feature 273 - feature 179 - ,-2 - 4 - 2 - 4 - 2 - 6 - 6 - 3 - ,-resource_type 8 - resource_type 6 - resource_type 7 - ,-severity_type 1 - 
11026,location 684,-event_type 11 - event_type 15 - ,-feature 71 - feature 193 - feature 82 - feature 203 - ,-2 - 2 - 52 - 23 - ,-resource_type 8 - ,-severity_type 1 - 
10164,location 179,-event_type 20 - event_type 11 - ,-feature 219 - feature 181 - feature 134 - ,-1 - 2 - 1 - ,-resource_type 8 - resource_type 2 - ,-severity_type 1 - 
17189,location 471,-event_type 35 - event_type 34 - ,-feature 233 - feature 312 - feature 232 - feature 313 - ,-1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
1435,location 809,-event_type 11 - event_type 15 - ,-feature 193 - feature 71 - ,-8 - 22 - ,-resource_type 8 - ,-severity_type 1 - 
3651,location 476,-event_type 34 - event_type 35 - ,-feature 235 - feature 234 - feature 310 - feature 232 - feature 312 - feature 314 - feature 307 - feature 230 - feature 315 - ,-1 - 1 - 1 - 1 - 2 - 1 - 2 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
10114,location 522,-event_type 34 - event_type 35 - ,-feature 232 - feature 312 - ,-6 - 8 - ,-resource_type 2 - ,-severity_type 2 - 
16157,location 931,-event_type 11 - ,-feature 76 - ,-1 - ,-resource_type 8 - ,-severity_type 1 - 
3246,location 444,-event_type 34 - event_type 35 - ,-feature 315 - feature 313 - feature 232 - feature 235 - feature 312 - ,-1 - 1 - 1 - 1 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
1390,location 723,-event_type 2 - event_type 3 - event_type 11 - ,-feature 87 - feature 1 - feature 136 - feature 138 - feature 209 - ,-2 - 1 - 2 - 1 - 2 - ,-resource_type 8 - ,-severity_type 1 - 
7142,location 755,-event_type 11 - ,-feature 55 - feature 171 - ,-9 - 2 - ,-resource_type 8 - ,-severity_type 2 - 
6738,location 695,-event_type 11 - ,-feature 81 - feature 202 - feature 195 - feature 73 - ,-6 - 6 - 2 - 2 - ,-resource_type 8 - ,-severity_type 1 - 
10770,location 1042,-event_type 15 - ,-feature 82 - feature 203 - ,-22 - 14 - ,-resource_type 8 - ,-severity_type 2 - 
18047,location 124,-event_type 35 - event_type 34 - ,-feature 315 - feature 233 - feature 235 - feature 313 - ,-1 - 2 - 2 - 1 - ,-resource_type 2 - ,-severity_type 2 - 
15588,location 134,-event_type 35 - event_type 34 - ,-feature 312 - feature 232 - ,-3 - 3 - ,-resource_type 2 - ,-severity_type 2 - 
